id,state,city,population,latitude,longitude
123,CA,Santa Maria,99553,34.93337357570,-120.443326954
124,CA,Santa Monica,89736,34.02318916120,-118.481563937
125,CA,Santa Rosa,167815,38.44644231020,-122.706005935
126,CA,Simi Valley,124237,34.26624628570,-118.748980462
127,CA,South Gate,94396,33.94473226640,-118.192550525
128,CA,Stockton,291707,37.97663226790,-121.311121669
129,CA,Sunnyvale,140081,37.38344165660,-122.025624324
130,CA,Temecula,100097,33.50299808840,-117.122390280
131,CA,Thousand Oaks,126683,34.19177456550,-118.874888411
132,CA,Torrance,145438,33.83459854640,-118.341641983
133,CA,Tracy,82922,37.72432773750,-121.444621463
134,CA,Turlock,68549,37.50521582710,-120.858762412
135,CA,Tustin,75540,33.73085203260,-117.810730968
136,CA,Union City,69516,37.60283908120,-122.018966106
137,CA,Upland,73732,34.11784457010,-117.660290062
138,CA,Vacaville,92428,38.35972350630,-121.969030460
139,CA,Vallejo,115942,38.11353292470,-122.235518478
